"subq","tags"
"C11quad_0x5","58123 58124 80953 80954 80955"
"C11quad_10x0","58079 58080 58216 58217 58219 58220 7210 7212 7214 80933 80934 80935"
"C11quad_10x10","58204 58231 7226 80965 80966"
"C11quad_10x15","58191 58203 58206 58207 7234 7236 7238 7240 75489 75490 75491"
"C11quad_10x5","58222 58223 58227 58228 58229 7220 7222 7224 80960"
"C11quad_15x0","56563 58240 58241 58242 7288 7292 7296 80936 80937 80938 80939 80940 80941 80942"
"C11quad_15x10","56585 58200 58210 58211 58212 58213 7252 7254 7260 7262 80961 80962 80963 80964"
"C11quad_15x15","58208 58209 75492 75493 75494 75495 80997 80998 80999"
"C11quad_15x5","56567 56568 56569 56570 58225 58226 58230 58232 58234 58235 58238 58239 6047 7276 7280 80943 80944 80945 80946 80947 80948 80949 80950 80951 80952"
"C11quad_5x0","58141 58142 58145 58148 58149 58150 58151 58152 6023 6029 80926 80927 80928 80929 80930 80931 80932"
"C11quad_5x10","58190 58197 58198 80967 80968 80969 80970 80971 80972 80973 80974"
"C11quad_5x15","58178 58180 58182 58185 58187 58188 58189 58192 58193 58194 58195 6017 75479 75480 75481 75482 75483 75484 75485 75486 75487 75488"
"C11quad_5x5","58126 58127 58128 58131 58132 58134 58135 58136 58137 58138 58139 58140 80956 80957 80958 80959"
"C12quad_0x0","58245 58246 58247 58248 58249 6915 6919 80991 80992 80993 80994 80995 80996"
"C12quad_0x10","58286 58288 6933 75383 75384 75385 75386"
"C12quad_0x15","58294 58295 58296 58297 58298 58299 6941 6949 6951 75381 75382 75389"
"C12quad_0x5","58250 58251 58252 58253 58254 58255 58256 58257 6925 75419 75420 75421 75425 75426"
"C12quad_10x0","58334 58335 58337 58338 58339 75428 75429 75430 75496 75497 75498 75499 75500 80980 80981 80982 80983 80984"
"C12quad_10x10","58313 58314 58316 58317 58318 58319 58320 6532 6572"
"C12quad_10x15","58307 58324 6524 6526 6530 6534 6652 75374 75375 75376"
"C12quad_10x5","58342 58344 58345 58347 7398 7400 7404 75404 75405 75406 75407 75408 75409 75410 75411 75417"
"C12quad_15x0","58333 58358 58360 58361 58364 58365 58367 58368 58370 58371 75423 75424 75427"
"C12quad_15x10","58330 58331 58352 58353 75390 75391 75392 75393 75395"
"C12quad_15x15","58325 58326 58327 58329 58505 6548 75369 75370 75371 75372 75373"
"C12quad_15x5","58350 58354 58355 58356 6560 6562 6570 75396 75397 75398 75399 75400 75412 75413 75414 75415 75416"
"C12quad_5x0","58272 58274 58275 58277 58280 58281 58282 58283 58284 58285 80985 80986 80987 80988 80989 80990"
"C12quad_5x10","58304 58308 58309 58312 6969 75387 75388"
"C12quad_5x15","58292 58301 58302 58303 58305 58404 6955 6959 6961 6965 75377 75378 75379 75380"
"C12quad_5x5","58260 58261 58263 58264 58265 58267 58268 58269 58270 58271 58273 6977 7396 75401 75402 75403 75418 75422 75431 75432 75433 75434 75436 75438"
"C13quad_0x0","58372 58377 75366 75367 75368"
"C13quad_0x10","58405 58406 58407 7057 7061 75301 75302 75317"
"C13quad_0x15","58409 58410 58411 6593 7067 75339 75340 75341 75342 75343"
"C13quad_0x5","6625 7049 75303 75304 75305 75306 75308 75309 75310 75311 75312"
"C13quad_10x0","58481 6654 6658 75363"
"C13quad_10x10","58430 58431 58433 58434 58435 58437 58438 58441 58487 6670 6674 6676 6686 75324 75325 75326 75327 75328 75329"
"C13quad_10x15","58444 58445 58448 58450 58451 6688 6690 6692 75335 75336"
"C13quad_10x5","185825 58485 6662 6666"
"C13quad_15x0","58494 58498 58499 6734 6736 75359 75360 75361 75362 75364 75365"
"C13quad_15x10","58476 58477 58490 6672 6712 75330 75332 75333"
"C13quad_15x15","58453 58455 58459 58462 58463 58464 58465 58467 58468 58471 58472 6698 6700 6702 6708 6710 75334"
"C13quad_15x5","58486 58493 58500 6722 6724 6730 6732 75356 75357 75358"
"C13quad_5x0","58400 58401 58402 58403 6633 6641"
"C13quad_5x10","58385 58423 58424 58429 6603 6609 75318 75319 75320 75321 75322 75323"
"C13quad_5x15","50672 58415 58416 58417 58420 58421 6595 6601 75331 75337 75338"
"C13quad_5x5","58390 58392 58396 58399 6619 6621 6631 75313 75314 75315 75354"
"C14quad_0x0","185824 58506 58507 58511 58512 58513 81965 81969 81970"
"C14quad_0x10","58530 58531 58533 6735 6739 6741 6743 81946 81947 81949"
"C14quad_0x15","58535 58536 58537 58539 58544 58545 6745 81928 81931 81932 81933 81934 81936 81937"
"C14quad_0x5","58515 58516 6729 81950 81951"
"C14quad_10x0","58580 6834"
"C14quad_10x10","81944"
"C14quad_10x15","58559 58563 58564 6854 6856 6860 6864 6866 6868 6870 6872 81939"
"C14quad_10x5","58520 58579 58583 58585 58586 58588 58591 6840 6848 6850 81955 81956 81957 81958 81959 81960"
"C14quad_15x0","58598 58602 6914 81964"
"C14quad_15x10","56968 58572 58573 58575 6884 6886 81943"
"C14quad_15x15","58570 58571 6876 81940 81941"
"C14quad_15x5","50868 58595 58596 6896 6900 6902 81961 81962 81963"
"C14quad_5x0","58522 58523 6793 6795 6797 81966 81967 81968"
"C14quad_5x10","58552 58553 58555 81945 81948"
"C14quad_5x15","6761 6765 81938 81942"
"C14quad_5x5","58519 6779 6781 6787 81952 81953 81954"
"C15quad_0x0","185823 58622 7097 81056 81058 81901"
"C15quad_0x10","58624 58625 58627 58630 7113 7115 81088 81089 81090"
"C15quad_0x15","185822 58631 58632 58635 7121 81212 81213"
"C15quad_0x5","58604 58606 58607 58610 7101 7105 7109 81084 81085 81086 81087"
"C15quad_10x0","7002 81059 81060 81061 81062 81065"
"C15quad_10x10","7008 7012"
"C15quad_10x15","58643 58656 58658 58659 58662 7020 81097 81098 81099 81100 81201 81202 81203 81204 81205 81602"
"C15quad_10x5","58683 58687 58688 58693 7000 7004 7032 81072 81073 81074 81075 81076 81077 81078"
"C15quad_15x0","58702 58703 58705 7052 81063 81064 81066 81067 81068 81069"
"C15quad_15x10","58674 58676 58679 7034 81092 81093 81094"
"C15quad_15x15","58664 58667 58668 61065 7024 7026 7028 81095 81096"
"C15quad_15x5","58694 58696 58697 58698 7040 7044 81070 81071"
"C15quad_5x0","6759 6763 6862 7159"
"C15quad_5x10","58644 58645 58648 58649 58650 58651 7125 7133 81091"
"C15quad_5x15","50843 58634 58638 58640 58642 7123 7127 81208 81209 81210 81211"
"C15quad_5x5","58613 58614 58617 58618 7143 7145 7151 7153 7157 81079 81080 81081 81082 81083"
"D00quad_0x0","192685 192686 355"
"D00quad_0x10","188185 188186 188187 188188 188189 188190 422 55389 55390 55399"
"D00quad_0x15","192674 192675 423 426 427 428 54692 55392 55457"
"D00quad_0x5","188191 188192 188193 188195 381 382 55377 55379"
"D00quad_10x0","192676 192677 192678 192679 365 366 55425"
"D00quad_10x10","188184 55433"
"D00quad_10x15","188179 410 415"
"D00quad_10x5","188104 188197 188199"
"D00quad_15x0","188198 188200 391 392 393 394 396 55436"
"D00quad_15x10","188182 188183"
"D00quad_15x15","188178 188180 188181 409 55406"
"D00quad_15x5","385"
"D00quad_5x0","192681 192682 192683 192684"
"D00quad_5x10","188176"
"D00quad_5x15","188177 55394"
"D00quad_5x5","188194 188196 55381"
"D01quad_0x0","188566 188567 188568 188569 188570 55440 55441 55454 55455 55456"
"D01quad_0x10","188107 188109 188113 188116 55482 813808 813809 813810 813811 813838 813840"
"D01quad_0x15","192687 192688 55465"
"D01quad_0x5","188105 188106 55444 55445 55446 813803 813807 813812"
"D01quad_10x0","188101 188102 188573 188574 55393 55451 55502 55503 55504 55505 813829"
"D01quad_10x10","55494 813848 813850"
"D01quad_10x15","192695 192696 192697 55484 813849"
"D01quad_10x5","188117 188118 188119 188120 55508 813822"
"D01quad_15x0","188125 55405 55516 55520 813866"
"D01quad_15x10","188110 188114 55491 813843 813846 813847"
"D01quad_15x15","192698 192699 192700 55487 55489 55490"
"D01quad_15x5","188103 188121 188122 188123 188124 55493"
"D01quad_5x0","188571 188572 55450 813824 813825"
"D01quad_5x10","188108 188111 188112 50885 55478 813835 813836"
"D01quad_5x15","192689 192690 192691 192692 192693 192694 55498"
"D01quad_5x5","185818 188115 813813 813814 813818 813819"
"D02quad_0x0","188157 188158 55523 55524 55525"
"D02quad_0x10","192646 192647 192648 192649 2596 2729 2733 55569 55570 55593 55594 55596 55598"
"D02quad_0x15","188565 2739 2741 2743 2745 55567 55572 55576 55577"
"D02quad_0x5","192640 192641 192642 192643 192644 192645 2608 2721 50831 55528 55529 55530 55531 55535 55536 55537 55538 55539 55540 55541 55542 55543 55544"
"D02quad_10x0","188151 188152 188153 2618 2622"
"D02quad_10x10","188553 2640 2642 2646 55622 55624 55625"
"D02quad_10x15","188559 2648 2744 2897 55600 55626 55732"
"D02quad_10x5","192635 2668 50886 55632"
"D02quad_15x0","192626 192627 55638"
"D02quad_15x10","188554 188555 188556 188557 2656 55612 55618"
"D02quad_15x15","188558 2748 55599 55609"
"D02quad_15x5","192628 192629 192630 192631 192632 192633 192634 2664"
"D02quad_5x0","188154 188155 188156 2723 2777 55561"
"D02quad_5x10","188551 188552 188575 192650 2763 55591"
"D02quad_5x15","188560 188561 188562 188563 2747 2749 2751 2755 2759 55582 55585 55586 55588"
"D02quad_5x5","192636 192637 192638 192639 2767 2769 55545 55549 55551 55552 55554 55555 55557 55560"
"D03quad_0x0","188135 188136 188137 188138 188139 188140 188141 188142 2839 55580 55639 55640 55641 55643 55644 55647 55648 55650 55682 55683"
"D03quad_0x10","188171 188172 188173 188174 188175 192622 192623 192624 192625 2861 55685 55686 55688 55702 55704 55705 55706 55708 55709 57349"
"D03quad_0x15","188159 188160 188161 188162 188163 2865 2871 55689"
"D03quad_0x5","192614 192615 192616 192617 192618 192619 192620 192621 2855 55651 55653 55655 55656 55657 55658 55663 55665"
"D03quad_10x0","188148 188149 188150 192601 192602 192603 2746 55729 55731 55734"
"D03quad_10x10","188168 188169"
"D03quad_10x5","192608 2758 2760 2891 55735 55738 55740"
"D03quad_15x0","192604 55750 55751 55752 55754"
"D03quad_15x10","188166 188167"
"D03quad_15x5","192605 192606 192607 55743 55744 55745 55747"
"D03quad_5x0","188143 188144 188145 188146 188147 2845 55680 55681"
"D03quad_5x10","188170 2877 50883 55699"
"D03quad_5x15","188164 188165"
"D03quad_5x5","185819 192610 192611 192612 192613 55668 55671 55736"
"D04quad_0x0","191938 191939 191940 191941"
"D04quad_0x10","185816 192711 192712 192713 192714 192715 192716 192748 55794 55798 55799 5755"
"D04quad_0x15","188133 188134 55779 5763"
"D04quad_0x5","192787 192788 192789 192791 192792 55760 55766 5743 5749 5751"
"D04quad_10x0","188501 188502 188503 191950 55712 55825 55826 55830 55831 5738 5740"
"D04quad_10x10","192703 192704 192705 192706 55817 55820"
"D04quad_10x15","55801 5768"
"D04quad_10x5","188516 188517 188518 188519 188520 188521 188522 188523 188524 188525 55836 5744"
"D04quad_15x0","185817 188504 55828 5746 5800 5802"
"D04quad_15x10","188126 188127 188128 192701 192702 55805 55809 55811 55812 55813 55816"
"D04quad_15x15","188129 188130 55803 55806 55807 55808"
"D04quad_15x5","188506 188507 188508 188509 188510 188511 188512 188513 188514 188515 55838 55839 59387"
"D04quad_5x0","105799 191942 191943 191944 191945 191946 191947 191948 191949 55775"
"D04quad_5x10","192707 192708 192709 192710 55788 55789 55819 5787"
"D04quad_5x15","188131 188132 55783 55784 55786 55824 5779"
"D04quad_5x5","192793 192794 192795 192796 192797 192798 192799 192800 55792 5791"
"D05quad_0x0","55851 5809 82026 82027 82028"
"D05quad_0x10","55848 5835 82098 82099"
"D05quad_0x15","55857 55860 55861 55862 5839 5841 5843 81049"
"D05quad_0x5","50877 55846 82078 82079 82080"
"D05quad_10x0","55911 55914 82036 82037 82038"
"D05quad_10x10","55886 55899 55901 5824 5826 5830 5832 5863 82082 82083 82084"
"D05quad_10x15","185815 55874 55876 55877 55878 55906 5838 5840 82092 82094"
"D05quad_10x5","55919 82045 82046 82047 82048 82049 82076"
"D05quad_15x0","55926 55928 82039 82040 82041"
"D05quad_15x10","55887 55888 55891 55892 55894 5822 82085 82086 82087"
"D05quad_15x15","50878 55880 55882 55884 82088 82089 82090 82091"
"D05quad_15x5","55921 55922 5844 82042 82043 82044"
"D05quad_5x0","55853 5773 82029 82030 82031 82032 82033 82034 82035"
"D05quad_5x15","55865 55866 55867 55869 81027 81028 81029 81030 82093 82095"
"D05quad_5x5","55849 82077 82100"
"D06quad_0x0","55930 55933 6006 82056 82057 82058 82059 82070 82071 82072"
"D06quad_0x10","55984 55989 55990 6050 6058 82017 82018 82019"
"D06quad_0x15","5056 55963 55964 6110 82003"
"D06quad_0x5","55934 55936 55938 55939 6066 82020 82021 82022"
"D06quad_10x0","56022 56023 56024 56025 6020 82061 82062"
"D06quad_10x10","55979 56012 56013 56014 6088 6090 82013 82014"
"D06quad_10x15","55972 55973 55993 55995 56000 56016 56017 6086 81774 82005 82006 82007 82008 82054"
"D06quad_10x5","56029 56030 56031 56034 56039 82024 82025"
"D06quad_15x0","56019 56045 56046 82063 82064 82069"
"D06quad_15x10","56006 56007 56009 56011 6096 6098 82011 82012"
"D06quad_15x15","82009 82010"
"D06quad_15x5","56038 56041 82065 82066 82067 82068"
"D06quad_5x0","55951 55952 55954 55955 6008 6014 6016 82060"
"D06quad_5x10","55976 55980 55981 55982 55983 6048 6054 82015 82016"
"D06quad_5x15","55966 55970 55971 82004"
"D06quad_5x5","55945 55948 55949 55950 6018 6042 6046 82023"
"D07quad_0x0","56047 56068 56070 6116 6118 6122 6126"
"D07quad_0x10","192545 192546 6194 6198 6200 6210 81751 81752 81839 81865"
"D07quad_0x15","56072 56073 56075 56076 56079 81770 81771 81772 81773"
"D07quad_0x5","56048 56049 56050 56051 56053 56054 56055 56056 57792 6206 81828"
"D07quad_10x0","55994 56116 56119 56121 56122 81830 81833 81834"
"D07quad_10x10","56107 56109 6240 6242"
"D07quad_10x15","56097 56098 81762 81763 81764 81765"
"D07quad_10x5","192544 56124 56125 56127 56128 6168 81835 81836"
"D07quad_15x0","56117 56118 56133 81829 81831 81832 81837 81840"
"D07quad_15x10","56106 6258 81757 81758 81759 9287"
"D07quad_15x15","50443 56102 56103 6256 81760 81761"
"D07quad_15x5","56129 56130 56131 56132 6150 6154 6156"
"D07quad_5x0","55968 55969 56061 56063 56065 56067 6134 6136 81827"
"D07quad_5x10","56091 56093 56094 56095 6178 6182 6186 6190 81754 81755"
"D07quad_5x15","56085 56087 56090 6220 6222 6228 81766 81767 81768 81769"
"D07quad_5x5","56057 56060 6174"
"D08quad_0x0","56138 56141 56142 56143 56171 56173 56174 81775 81776"
"D08quad_0x10","56177 56178 56179 56215 56216 81787 81788"
"D08quad_0x15","56175 56181 56183 56185 56209 6342 6344 6346 6348 81878 81879 81880 81881"
"D08quad_0x5","56145 56146 56147 56149 6386"
"D08quad_10x0","185858 56261 56263 56264 56265 56267 56272 81780 81781"
"D08quad_10x10","56249 56252 56253 6286 6302 6306 81792 81793 81794 81795"
"D08quad_10x15","56222 56223 56225 56256 56257 6308 6326 6328 81798 81799 81800 81876"
"D08quad_10x5","56250 56268 56270 56274 56275 56277 56281 56282 56283 6280 6292 81783 81784"
"D08quad_15x0","56259 56289 56291 81782"
"D08quad_15x10","56240 6296 81796 81797"
"D08quad_15x15","56226 56227 56230 56231 56233 56234 56235 56236 56237 6304 6332 6334"
"D08quad_15x5","56284 56286 6282"
"D08quad_5x0","56083 56160 56161 56167 56168 56169 81777 81778"
"D08quad_5x10","56198 56199 56201 56202 56206 6312 81789 81790 81791"
"D08quad_5x15","50838 56193 56194 56195 56196 6320 81877"
"D08quad_5x5","56150 56152 56155 81785 81786"
"D09quad_0x0","56293 56294 56297 56298 56330 6372 81648 81649"
"D09quad_0x10","50850 56332 56357 56359 56360 6466 6496 6498 81577 81589 81590 81591 81592"
"D09quad_0x15","56337 56338 56339 56343 56344 6460 81685"
"D09quad_0x5","56309 6510 6512 6522 81587 81588"
"D09quad_10x0","56224 56397 56401 56402 56403 56404 56405 56406 56410 56411 56412 56413 56414 56415 56417 56418 6378 6392 6396 81727 81728 81729 81730 81731 81732 81733 81734"
"D09quad_10x10","56389 56391 56392 56394 56395 6414 6416 6442 6480 6484 6486 81595"
"D09quad_10x15","56362 56365 6448 6450 6476 6482 81681 81682 81683"
"D09quad_10x5","56409 56419 56420 56421 56422 56423 56424 56426 56428 56429 56430 56431 56432 56433 56434 56435 6410 81740 81741 81742 81743 81744"
"D09quad_15x0","56399 56444 56445 56446 6382 81735 81736"
"D09quad_15x10","56376 56377 56378 56380 56381 56382 56385 56386 6418 6422 6426"
"D09quad_15x15","56363 56366 56368 56372 56375 6428 6440 81678 81679 81680"
"D09quad_15x5","56438 56439 56440 56442 6420 81737 81738 81739"
"D09quad_5x0","56189 56327 56328 56329 6324 6374 6376 6400 81646 81647 81650 81726"
"D09quad_5x10","50154 56351 56352 56353 56355 81593 81594 81596 81597"
"D09quad_5x15","56346 81684 81698 81699 81700"
"D09quad_5x5","56314 56315 56316 56317 56319 56320 56324 56325 6402 6494 6516 6520 81582 81583 81584 81585 81586"
"D10quad_0x0","56451 56455 56468 56469 56470 56471 5929 5931 81579 81580 81598"
"D10quad_0x10","56472 56474 56475 56497 5955 5959 81660 81661 81662 81663 81664"
"D10quad_0x15","56476 56477 56479 5963 5971 5973 81677"
"D10quad_0x5","56450 56456 56459 5949 81657 81658 81659"
"D10quad_10x0","56532 56540 56541 5910 5912 5916 5989 81651"
"D10quad_10x10","56518 56525 56527 5946 81665 81666"
"D10quad_10x15","56531 5952 5956 81668"
"D10quad_10x5","56464 56546 5928 5942 5993 81652 81654 81655 81656"
"D10quad_15x0","185814 56534 56536 56537 56538 56557 56558 56559 56561 5918 5990 5994 5998 6000 7206"
"D10quad_15x10","56507 56508 56510 56511 56513 56516 81667 81669 81670 81671"
"D10quad_15x15","56499 5962 5966 5968 81672 81673 81674"
"D10quad_15x5","56552 56555 5984 5988 81653"
"D10quad_5x0","56466 56467"
"D10quad_5x10","56486 56488 56489 56490 5981 5985"
"D10quad_5x15","56480 56481 56484 56485 5979 5983 81675"
"D10quad_5x5","56460 56465"
"D11quad_0x0","50853 56562 56564 6033 6035 6039 6041 6909 81692"
"D11quad_0x10","56609 56610 56611 56612 56613 56614 6059 81808 81809 81810"
"D11quad_0x15","56589 56591 6871 6873 6875 81824 81825"
"D11quad_0x5","185859 56565 56566 56571 56572 56573 56574 56575 56576 6043 6055 6057 81806 81807"
"D11quad_10x0","56642 7300 7302 7306"
"D11quad_10x10","56634 56635 7320 7322 7324 7328 7330 7332 81812 81813 81814 81815 81816"
"D11quad_10x15","56620 56638 56639 56640 56641 7344 7350 7352 7362 81821"
"D11quad_10x5","56633 56655 56658 7308 7310 7312 81803 81804 81805"
"D11quad_15x0","56668 56672 60328 7314 7376 7378 81688 81689 81693 81694 81695"
"D11quad_15x10","56623 56627 56630 7364 7366 81817 81818"
"D11quad_15x15","56622 81819 81820"
"D11quad_15x5","50450 56657 56663 56665 7368 81696 81801 81802"
"D11quad_5x0","56580 56581 56582 56645 56646 6037 6903 6905 6907 81686 81687"
"D11quad_5x10","56606 56607 56608 6881 81811"
"D11quad_5x15","56602 56605 81822 81823"
"D11quad_5x5","56577 56579 56648 6883 6885 6893 6897"
"D12quad_0x0","56594 56674 56704 56705 56709 56711 7035 7037 81882 81883 81884 81885"
"D12quad_0x10","56684 56688 56689 56716 56717 56738 56739 56742 56743 56744 6997 7017 7019 81873 81874 81875"
"D12quad_0x15","56719 56720 56722 56723 56724 6999 7001 81866"
"D12quad_0x5","56676 56677 56678 56679 56681 56682 56687 56690 7033 81851 81852 81896 81897 81898 81899"
"D12quad_10x0","50660 56781 56782 56783 56785 56786 56787 56788 6594 6596 6602 81887 81888 81889"
"D12quad_10x10","6612 6620 6642 81867"
"D12quad_10x15","56753 56778 56900 56901 81859 81860"
"D12quad_10x5","56697 81892"
"D12quad_15x0","56779 56780 6574"
"D12quad_15x10","56764 56769 6640 81854"
"D12quad_15x15","56756 56758 56760 56761 81855 81856 81857 81858"
"D12quad_15x5","185813 56793 56795 56796 56798 56800 81890 81891"
"D12quad_5x0","56703 56706 7039 81886"
"D12quad_5x10","56731 56733 56735 56774 6616 81853 81868 81869 81870 81871 81872"
"D12quad_5x15","56725 56726 56727 56730 7011 7015 81861"
"D12quad_5x5","56691 56692 56698 56699 56701 56702 6606 6614 81893 81894 81895 81900"
"D13quad_0x0","56823 56824 6649 6651 7009 81864"
"D13quad_0x10","56807 56808 56809 56853 56854 6665 81050 82052 82073"
"D13quad_0x15","50854 56831 81051"
"D13quad_0x5","56801 56804 56805 6655 6659 6663 82074"
"D13quad_10x0","56902 56905 56907 56908 6748 6754 6826 81848 81849 81850"
"D13quad_10x10","56882 56883 56885 56886 56887 6770 6774 6776 82055"
"D13quad_10x15","56855 56856 56859 56889 56890 56891 56892 56893 56894 56895 56896 6784 6786 6788 6794 81053 81054 81055"
"D13quad_10x5","56913 56914 56916 6756 6762 81838 81841 81842"
"D13quad_15x0","56932 56933 56934 56936 56937 6818 8159 81845 81846 81847"
"D13quad_15x10","56878 56879 56920 56921 6804 6806 6808"
"D13quad_15x15","56865 56866 56868 56870 56871 56877 6796 6798 82001 82002"
"D13quad_15x5","56923 56924 56929 6812 6814 6816 81843 81844"
"D13quad_5x0","56815 56817 56818 6711 6715 6719 6721 6752 81863"
"D13quad_5x10","56848 56850 56851 56852 6695 6699 6701 6766 6768 82053"
"D13quad_5x15","56832 56835 56836 56837 56838 56839 56840 56842 56844 56845 56847 6689 81052"
"D13quad_5x5","56810 56811 56812 56813 6703 6707 6709 6764 82050 82051 82075"
"D14quad_0x0","56940 56963 56964 56965 6803 6805 6823 81031 81032 81033 81034"
"D14quad_0x10","50107 56948 56967 56987 6833 6835 6839 6845 81045"
"D14quad_0x15","56966 56970 6681"
"D14quad_0x5","56938 56939 56941 56942 6815 6825 6827 6829 6831 81048"
"D14quad_10x0","56957 61015 61017 6916 81037"
"D14quad_10x10","57002 6859 6928 6930 6934 6938 6942 81044 81046"
"D14quad_10x15","56989 61005 61006 6950 6952 6956 6958 82218 82219 82220"
"D14quad_10x5","56951 61016 61018 61019 6926 7071 81042"
"D14quad_15x0","61008 61013 6990 81038 81039 81040"
"D14quad_15x10","56999 6970 82223 82224 82225"
"D14quad_15x15","56992 56993 82221 82222"
"D14quad_15x5","61023 61025 61026 61027 61028 61029 6972 6978 81041"
"D14quad_5x0","56958 56959 56960 56961 7081 81035 81036"
"D14quad_5x10","56984 81047"
"D14quad_5x15","185821 56834 6685 6849 6851 6857 82216"
"D14quad_5x5","56947 56949 56950 56953 6867 7075 81043"
"D15quad_0x0","61033 61035 61036 7161 7167 7237 82214 82215"
"D15quad_0x10","61044 61063 61068 61093 61096 61097 7185 7187 81023 81024 81025 81026"
"D15quad_0x15","61066 61069 61073 61074 7197 82203"
"D15quad_0x5","61037 61038 61039 7171 7177 82201"
"D15quad_10x0","56990 61160 61161 61162 61165 61166 7058 7060 7062 7068 82211 82212"
"D15quad_10x10","185820 61137 61138 61140 61142 61143 61145 61148 61149 61150 61151 7080 7084 81011 81012 81014"
"D15quad_10x15","61098 61101 61153 61155 81002"
"D15quad_10x5","50842 61174 61175 61176 61178 61179 7070 7112 7114 7116 7128 7136 82204 82205 82206 82207"
"D15quad_15x0","61156 61157 61192 61195 61197 82210"
"D15quad_15x10","60965 60966 61108 61119 61120 61121 61122 61124 61125 61128 61129 61130 61131 61132 61133 61134 61136 7098 7102 7104 7106 7108 7110 81005 81006 81007 81008 81009 81010"
"D15quad_15x15","61106 61107 61109 61110 61112 61114 61115 61116 61117 81003"
"D15quad_15x5","61182 61183 61184 61185 61188 61189 7118 7122 7134 7140 82208 82209"
"D15quad_5x0","61057 61168 7229 82213"
"D15quad_5x10","61086 61088 61089 61146 61147 7088 7213 81015 81017 81018 81019 81020 81021 81022"
"D15quad_5x15","61075 61076 61079 61080 61082 61083 7092 7201 7203 7205 7207"
"D15quad_5x5","61045 61046 61053 61172 7221 7223 7225 82202"
"E00quad_0x0","59002 59003 59005 59006 59007 59009 81465 81466 81467 81468 81469 81470"
"E00quad_0x10","59026 59028 59029 59031 59032 59033 59034 59035 81110 81111 8417 8419"
"E00quad_0x15","59036 59037 59038 59039 59040 59041 59042 59048 59049 81474 81476 81477 81478 81479 81480 81481 8393"
"E00quad_0x5","50845 59008 59011 59012 59013 59014 59015 59016 81101 81102 8331 8335 8339"
"E00quad_10x0","59070 59072 59074 59083 81451 81452 81453 81454 81455"
"E00quad_10x10","59057 59058 59066 59068 81121 81122 81123 81124 81125 81126 81127 81128 8367 8371 8373"
"E00quad_10x15","50867 59059 81485 81487 8383 8405"
"E00quad_10x5","59075 59076 81104"
"E00quad_15x0","59080 59081 59082 59085 81450 81473 81475"
"E00quad_15x10","59063 59064 81107 81108 81109"
"E00quad_15x15","81489 8411"
"E00quad_15x5","59069 59079 81105 81106"
"E00quad_5x0","59024 81456 81457 81458 81459 81460 81461 81462 81463 81464 8295 8301"
"E00quad_5x10","59019 59027 59052 59055 81112 81113 81114 81115 81116 81117 81118 81119 81120"
"E00quad_5x15","59051 81482 81483 81484 81486 8401"
"E00quad_5x5","59021 59022 81103 8315 8343 8345"
"E01quad_0x0","50880 59047 59086 59090 59092 59094 81129 81130 81131 81132 81133 81134 81135 81136 81137 81138 81139 8545"
"E01quad_0x10","59107 59108 59109 59110 59111 81436 81437"
"E01quad_0x15","59112 59113 59114 81438 81439"
"E01quad_0x5","59095 59099 81407 81409 81410"
"E01quad_10x0","59150 81147 81148 81149"
"E01quad_10x10","59124 59125 59126 59128 59129 81428 81429 81430 81431 8477 8509"
"E01quad_10x15","59130 59131 59132 59134 59135 59139 59140 59142 81441 81443 81444 81445 81446 81447 81448"
"E01quad_10x5","59104 59171 59173 81417 81418 81419 81420 81421 8449"
"E01quad_15x0","59166 59167 59168 59169 61270 81401 81402 81403 81404 81406"
"E01quad_15x10","59122 59123 59148 59149 61294 61297 81405 81427 8469 8473 8475"
"E01quad_15x15","59145 59147 61300 81150 81151 81152 81449 8479 8483"
"E01quad_15x5","59157 59159 59162 59163 59164 61271 61272 61273 61291 81422 81423 81424 81425 81426 8437 8439"
"E01quad_5x0","59088 81140 81141 81142 81144 81145 81146"
"E01quad_5x10","59120 81432 81433 81434 81435 8503"
"E01quad_5x15","185812 50881 59118 59119 81442"
"E01quad_5x5","59093 59100 59102 59103 81411 81412 81413 81414 81415 81416 8533"
"E02quad_0x0","182167 182168"
"E02quad_0x10","183374 183375 59191 59193 59197 8667 8669"
"E02quad_0x15","182920 182921 59198 59202"
"E02quad_0x5","182174 182175 59176 59177"
"E02quad_10x0","182170 182171 59187 59188 59255 59256 59259 8553 8555 8605"
"E02quad_10x10","183370 59222 59223 59224 59227"
"E02quad_10x15","182928 182929 182930 183351 183352 183353 183354 59215 59216 59230 59232 59240 59241 8645 8649"
"E02quad_10x5","8617"
"E02quad_15x0","182172 50894 59264 59265 8547 8549 8609 8613"
"E02quad_15x10","183365 183366 183367 183368 183369 59253 59254 8629"
"E02quad_15x15","18335 183356 183357 183358 183359 183361 183362 183363 183364 18360 59246 59247 59250 59251 8639 8641"
"E02quad_15x5","59258"
"E02quad_5x0","182169 59174 59186 59189 8557 8559 8561 8601"
"E02quad_5x10","183371 183372 183373 59219 59221 8589 8591"
"E02quad_5x15","182922 182923 182924 182925 182926 182927 59205 59206 59207 59210 59211 59214 8655"
"E02quad_5x5","182173 59181 59182 8569 8571 8587 8597"
"E03quad_0x0","182178 182466 59268 59271 59274 8687 8689"
"E03quad_0x10","182344 182345 183175 59304 59305 59308"
"E03quad_0x15","182346 182347 182348 182349 8741"
